pid,level,level_num,func_dept,region,emailcount,meetingcount,centrality,emailcount_int,meetingcount_int,emailcount_ext,meetingcount_ext,PMmtg,HRmtg,Mktmtg,Opmtg,GAmtg,Salesmtg,RDmtg,PMemail,HRemail,Mktemail,Opemail,GAemail,Salesemail,RDemail,Dir_level,Exc_level,JrIc_level,Mgr_level,SrExec_level,SrIc_level,Sprt_level,C_region,E_region,N_region,S_region,SW_region,W_region,GA_dept,HR_dept,Mkting_dept,Ops_dept,PM_dept,RD_dept,Sales_dept,attainquota
536,Director,5,Product Management,Central,5987,1873,0.33689675,4903,1551,1084,322,343,15,83,221,159,60,670,1529,202,168,225,195,184,2400,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
537,Senior Executive,7,Marketing,Central,18468,5095,0.63525784,10842,3835,7626,1260,453,59,243,1099,667,338,976,2666,242,1332,744,3153,1174,1531,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
539,Executive,6,R&D,Central,4854,4968,0.36386105,4662,3708,192,1260,282,24,307,959,409,176,1551,180,136,514,317,934,85,2496,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
551,Director,5,R&D,Central,2334,6245,0.17429309,1792,4764,542,1481,300,52,276,1393,268,194,2281,54,44,17,307,95,18,1257,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
552,Senior IC,3,Sales,Central,10554,3238,0.47705716,6632,2512,3922,726,82,37,293,726,242,455,677,678,47,218,1262,136,3246,1045,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,166.19467
555,Senior IC,3,R&D,Central,1135,4408,0.076103799,933,3446,202,962,151,45,224,1105,205,184,1532,9,16,4,74,26,0,804,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
559,Support,1,Operations,Central,9223,6173,0.57588774,7247,4821,1976,1352,166,94,314,2209,373,255,1410,51,268,67,4973,738,496,654,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
562,Manager,4,Operations,Central,4579,4632,0.37204504,4579,3668,0,964,152,49,224,1549,335,168,1191,36,101,122,3456,757,99,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
564,Director,5,Product Management,Central,9803,0,0.61572987,6385,0,3418,0,0,0,0,0,0,0,0,878,104,1098,603,851,1646,1205,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
566,Director,5,R&D,Central,9128,4779,0.46336037,7532,3837,1596,942,400,46,191,854,318,117,1911,716,111,82,387,267,45,5924,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
567,Manager,4,Marketing,Central,4660,5863,0.32201421,3680,4201,980,1662,254,33,1170,1061,328,324,1031,328,28,2396,248,274,75,331,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
568,Junior IC,2,G&A,Central,15577,5768,0.79350609,12063,4653,3514,1115,331,62,305,1412,986,302,1255,488,154,135,1268,6787,186,3045,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
571,Junior IC,2,Marketing,Central,3557,3024,0.21603379,1915,2317,1642,707,49,32,488,644,213,256,635,116,8,1020,218,53,13,487,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
572,Manager,4,R&D,East,5551,3248,0.35152495,3431,2179,2120,1069,49,1,134,900,88,59,948,196,0,395,879,474,168,1319,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA
573,Junior IC,2,Marketing,Central,2432,4265,0.19470605,1860,3299,572,966,165,57,385,1055,233,258,1146,119,5,1240,207,90,48,151,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
599,Senior IC,3,R&D,Central,13367,0,0.46835294,11575,0,1792,0,0,0,0,0,0,0,0,1935,38,166,1343,649,57,7387,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
600,Director,5,Product Management,Central,7084,2949,0.50209051,5034,2278,2050,671,497,10,183,381,178,266,763,1129,36,716,626,500,1164,863,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
602,Senior IC,3,Operations,Central,6111,1459,0.18974657,3057,1284,3054,175,37,35,111,308,249,158,386,20,21,6,2132,120,8,750,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
603,Senior IC,3,Operations,Central,2919,1310,0.15665236,2889,1205,30,105,59,12,36,707,81,65,245,76,4,11,1120,35,27,1616,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
606,Junior IC,2,Marketing,Central,3189,1102,0.17954499,2177,984,1012,118,34,25,323,139,155,140,168,89,44,1012,313,113,3,603,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
609,Junior IC,2,Marketing,Central,3337,2612,0.29399312,2793,2115,544,497,177,31,625,355,219,320,388,102,15,2106,92,134,185,159,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
610,Senior IC,3,R&D,Central,14057,0,0.32880685,9317,0,4740,0,0,0,0,0,0,0,0,212,32,27,1030,589,1,7426,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
611,Junior IC,2,Marketing,Central,3714,704,0.18526964,2272,510,1442,194,27,7,292,26,51,72,35,56,48,1760,115,177,30,86,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
612,Senior IC,3,R&D,Central,5688,0,0.19349727,4340,0,1348,0,0,0,0,0,0,0,0,70,62,108,909,339,30,2822,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
617,Support,1,HR,Central,1006,10,0.049585722,690,9,316,1,0,9,0,0,0,0,0,7,342,44,83,111,7,96,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,NA
620,Support,1,HR,Central,2794,491,0.20032103,2114,435,680,56,11,88,38,80,79,57,82,12,612,86,695,400,14,295,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,NA
627,Support,1,Marketing,Central,6559,2232,0.58803397,5865,1863,694,369,72,93,492,270,366,290,280,73,417,2810,268,1936,201,160,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
628,Senior IC,3,G&A,Central,12966,0,0.87387109,10952,0,2014,0,0,0,0,0,0,0,0,148,916,1774,1004,5044,1098,968,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
629,Senior Executive,7,G&A,Central,16707,2510,0.63157248,13329,2164,3378,346,78,44,183,350,1032,218,259,85,490,399,671,11253,255,176,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
636,Senior Executive,7,Marketing,Central,12735,2565,0.48493591,10961,2156,1774,409,111,74,557,256,531,317,310,183,596,6182,296,3013,490,201,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
639,Manager,4,R&D,Central,3930,4655,0.278851,3902,4027,28,628,274,57,147,946,212,148,2243,27,93,11,239,135,6,3391,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
649,Support,1,R&D,Central,6573,0,0.48915055,5037,0,1536,0,0,0,0,0,0,0,0,61,211,57,346,422,27,3913,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
654,Director,5,Product Management,Central,3825,6398,0.4100647,3825,5073,0,1325,627,39,337,1403,377,433,1857,849,12,629,335,395,590,1015,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
663,Director,5,Operations,Central,11373,1710,0.63071942,9911,1543,1462,167,33,42,116,669,362,157,164,157,223,643,6024,2012,772,80,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
667,Junior IC,2,G&A,Central,3982,389,0.35340595,3176,330,806,59,6,10,95,23,192,3,1,6,46,1454,102,1385,96,87,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
668,Support,1,R&D,Central,13301,0,0.82317859,11237,0,2064,0,0,0,0,0,0,0,0,156,802,153,1532,1005,91,7498,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
669,Junior IC,2,HR,Central,12015,1213,0.8188709,6793,1040,5222,173,26,119,87,188,256,129,235,156,1434,371,770,2575,594,893,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA
680,Support,1,Operations,Central,966,0,0.096941121,726,0,240,0,0,0,0,0,0,0,0,21,6,0,543,71,9,76,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
681,Junior IC,2,Marketing,Central,2502,1915,0.29918668,2502,1671,0,244,49,45,444,198,231,489,215,75,30,805,125,107,1349,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
682,Senior IC,3,HR,Central,656,0,0.11873758,536,0,120,0,0,0,0,0,0,0,0,0,162,10,97,225,3,39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA
683,Junior IC,2,G&A,Central,2802,1481,0.23519084,2546,1330,256,151,36,37,122,232,485,175,243,77,8,27,625,1443,346,20,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
684,Support,1,Operations,Central,260,395,0.039492801,260,389,0,6,7,0,1,380,0,1,0,2,5,0,232,8,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
687,Support,1,Operations,Central,12281,0,0.82588381,10135,0,2146,0,0,0,0,0,0,0,0,158,157,413,7807,956,477,167,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
688,Support,1,R&D,Central,678,695,0.14454414,600,627,78,68,15,33,57,114,116,72,220,6,48,31,238,71,18,188,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
689,Director,5,Marketing,Central,23155,0,0.73027998,14971,0,8184,0,0,0,0,0,0,0,0,337,267,9628,518,2077,1677,467,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
695,Junior IC,2,Operations,Central,4753,544,0.24261074,4083,504,670,40,1,4,11,333,144,11,0,23,10,47,2881,992,81,49,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
699,Manager,4,Operations,Central,31651,1723,0.97525324,24609,1556,7042,167,30,34,162,743,235,170,182,261,146,1548,16256,3019,3254,125,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
702,Support,1,R&D,Central,10616,1483,0.75060034,9198,1289,1418,194,42,37,133,224,187,93,573,192,450,380,546,1457,60,6113,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
704,Support,1,R&D,Central,1296,1414,0.10834134,1210,1292,86,122,30,23,63,216,152,81,727,1,35,4,22,65,0,1083,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
708,Senior IC,3,Marketing,Central,6794,2246,0.26032311,3900,1719,2894,527,142,26,757,181,177,256,180,217,8,1448,403,282,1530,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
709,Manager,4,Marketing,Central,3090,2174,0.29210231,3090,1690,0,484,53,41,673,175,200,347,201,108,32,2454,38,194,217,47,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
711,Support,1,Operations,Central,474,37,0.064989425,336,31,138,6,2,0,1,28,0,0,0,2,5,1,238,33,57,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
715,Junior IC,2,G&A,Central,3298,640,0.19758743,2380,549,918,91,9,11,26,72,338,19,74,75,23,64,260,1707,79,172,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
719,Senior IC,3,Marketing,Central,7025,2134,0.41567567,5373,1824,1652,310,51,40,650,212,235,425,211,46,73,3435,156,223,1383,57,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
721,Junior IC,2,G&A,Central,9871,1315,0.37298942,5305,1173,4566,142,33,37,112,200,401,163,227,0,148,9,1290,3516,338,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
722,Senior IC,3,Sales,Central,13663,955,0.48332998,5805,843,7858,112,23,12,97,82,84,466,79,185,21,364,341,237,4625,32,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,108.4791
723,Executive,6,G&A,Central,3572,1676,0.38855585,3536,1459,36,217,36,62,105,186,651,158,261,22,197,66,191,2612,156,292,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
724,Manager,4,G&A,Central,2866,3311,0.33752465,2866,2594,0,717,332,49,235,430,833,220,495,305,48,345,108,1798,39,223,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
726,Manager,4,Operations,Central,6327,1435,0.56053656,5777,1302,550,133,25,32,108,599,241,153,144,88,62,343,3764,795,672,53,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
731,Support,1,G&A,Central,8070,1511,0.54335594,5604,1286,2466,225,32,47,144,216,543,113,191,12,213,576,333,4206,163,101,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
733,Senior IC,3,G&A,Central,5457,1175,0.34847936,4757,1064,700,111,23,24,83,228,381,123,202,0,8,34,1743,2016,8,948,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
736,Support,1,Operations,Central,2940,8,0.24573727,1270,8,1670,0,0,0,0,8,0,0,0,0,116,44,791,162,39,118,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
739,Senior IC,3,G&A,Central,13232,1270,0.34001756,8234,1032,4998,238,20,20,203,176,357,116,140,28,22,3456,506,4068,76,78,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
742,Support,1,Product Management,Central,386,697,0.083183102,386,625,0,72,20,20,70,129,133,115,138,18,6,0,239,12,9,102,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
750,Junior IC,2,Marketing,Central,12821,1696,0.29748425,10381,1478,2440,218,45,31,553,186,227,233,203,25,14,9213,246,770,57,56,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
752,Support,1,Sales,Central,17687,1004,0.82504529,11435,862,6252,142,47,29,122,167,160,189,148,67,66,802,514,1517,8385,84,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,162.06876
753,Junior IC,2,Marketing,Central,3011,1734,0.25392798,2845,1277,166,457,110,30,548,129,139,178,143,13,91,2331,122,140,61,87,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
754,Support,1,Operations,Central,1461,0,0.1125266,985,0,476,0,0,0,0,0,0,0,0,8,11,0,817,102,40,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
756,Junior IC,2,G&A,Central,14928,1905,0.36538085,9966,1672,4962,233,31,32,136,400,731,154,188,0,40,1492,4279,4118,11,26,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
759,Support,1,Operations,Central,11718,513,0.37113869,4468,457,7250,56,10,8,53,208,56,64,58,27,9,120,2048,472,1780,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
760,Support,1,Operations,Central,8201,916,0.75338942,5421,844,2780,72,20,20,70,349,133,115,137,151,189,830,2621,848,309,473,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
761,Support,1,Operations,Central,2051,1008,0.17339042,2051,908,0,100,25,27,98,290,175,126,167,0,2,23,1631,141,254,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
763,Senior IC,3,G&A,Central,2538,408,0.21564832,2372,380,166,28,0,0,0,134,241,0,5,0,14,2,1239,1101,0,16,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
764,Manager,4,Marketing,Central,9474,2643,0.45797455,7166,2112,2308,531,141,49,666,234,251,519,252,108,169,3698,291,134,2635,131,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
766,Director,5,Marketing,Central,13901,1709,0.51107979,12235,1506,1666,203,34,30,682,195,225,153,187,69,66,10847,248,711,137,157,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
768,Support,1,Operations,Central,4681,0,0.24394852,3721,0,960,0,0,0,0,0,0,0,0,56,93,136,2834,422,24,156,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
769,Support,1,Operations,Central,1650,796,0.20067248,1172,753,478,43,16,16,36,468,79,59,79,68,5,11,656,44,264,124,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
771,Senior IC,3,R&D,Central,6633,1431,0.51704395,4563,1280,2070,151,38,63,177,221,283,153,345,107,79,1678,364,1014,244,1077,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
773,Support,1,Operations,Central,919,461,0.092561685,651,418,268,43,15,16,36,134,79,57,81,24,6,0,582,19,0,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
775,Manager,4,Product Management,Central,1590,201,0.18772942,1184,173,406,28,25,7,19,37,35,8,42,150,8,11,844,77,81,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
777,Senior IC,3,Marketing,Central,13050,1482,0.49492508,7014,1237,6036,245,58,35,389,179,180,196,200,167,88,5537,269,516,246,191,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
778,Support,1,R&D,Central,1241,1287,0.21592289,1089,1171,152,116,41,32,131,226,211,131,399,39,62,34,306,173,46,429,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
779,Junior IC,2,HR,Central,14376,2084,0.88225716,10806,1710,3570,374,38,262,220,305,605,87,193,547,2254,1504,1788,4149,253,311,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA
780,Manager,4,G&A,Central,5969,1147,0.24703686,3743,1044,2226,103,15,19,47,118,651,66,128,0,9,7,133,3530,11,53,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
781,Support,1,Operations,Central,6664,734,0.53468549,4798,653,1866,81,27,24,101,193,112,75,121,338,41,891,1670,743,807,308,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
783,Junior IC,2,G&A,Central,5524,984,0.47081339,4000,882,1524,102,23,27,82,161,289,123,177,4,181,143,707,2396,63,506,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
785,Junior IC,2,Marketing,Central,5579,1728,0.14513148,4633,1484,946,244,41,35,496,212,283,202,215,1,7,4020,83,486,6,30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
786,Director,5,Sales,Central,15302,1260,0.54011315,11876,1152,3426,108,20,32,114,136,141,570,139,445,29,543,870,369,9500,120,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,180.58899
788,Senior IC,3,G&A,Central,2672,1419,0.2467894,2068,1249,604,170,25,36,84,169,642,126,167,4,109,11,71,1840,14,19,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
789,Manager,4,Marketing,Central,20251,1487,0.45155495,14583,1319,5668,168,27,27,526,172,204,186,177,194,20,11779,423,1536,363,268,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
790,Junior IC,2,G&A,Central,1748,1171,0.18472865,1628,1047,120,124,28,35,96,192,354,134,208,0,4,6,127,1464,27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
792,Junior IC,2,G&A,Central,2801,1316,0.13522331,2099,1195,702,121,33,46,121,207,375,160,253,7,13,6,114,1826,9,124,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
793,Manager,4,G&A,Central,3698,1686,0.28871757,3698,1461,0,225,32,34,149,415,442,191,198,6,6,701,616,2005,345,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
796,Junior IC,2,Marketing,Central,10534,1788,0.50305033,6758,1461,3776,327,86,59,295,239,316,189,277,784,281,3330,805,1165,142,251,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
805,Junior IC,2,HR,Central,9509,1126,0.44532499,5365,917,4144,209,20,214,78,164,197,68,176,53,2683,526,386,1198,30,489,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA
807,Support,1,Operations,Central,177,537,0.036858406,165,491,12,46,14,16,47,126,104,65,119,1,3,0,131,28,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
812,Manager,4,Sales,Central,5430,1713,0.39381859,3836,1498,1594,215,43,27,526,166,147,443,146,59,40,2283,259,204,922,69,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,178.3741
818,Manager,4,G&A,Central,6937,1721,0.5077067,5259,1529,1678,192,56,43,118,218,733,153,208,19,22,419,239,3600,932,28,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
819,Junior IC,2,Marketing,Central,2232,2863,0.16345626,1576,2169,656,694,146,35,955,218,229,267,319,57,10,1127,93,92,25,172,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
823,Junior IC,2,G&A,Central,2623,1170,0.21636951,2059,1049,564,121,28,31,96,187,364,134,209,18,39,15,136,1619,3,229,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
830,Executive,6,Product Management,Central,7658,1926,0.4175218,4988,1499,2670,427,184,53,254,152,298,119,439,224,186,1931,545,834,280,988,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
833,Director,5,G&A,Central,4113,0,0.25399378,3613,0,500,0,0,0,0,0,0,0,0,5,31,0,456,2870,14,237,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
837,Junior IC,2,G&A,Central,884,1174,0.092518792,730,1068,154,106,24,26,76,147,522,100,173,0,2,1,38,676,0,13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
838,Director,5,Product Management,Central,6426,5983,0.40245947,5068,4112,1358,1871,428,30,618,928,549,379,1180,820,27,818,794,904,848,857,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
842,Manager,4,Marketing,Central,16200,0,0.28335637,13946,0,2254,0,0,0,0,0,0,0,0,79,30,9275,233,4032,28,269,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
843,Director,5,HR,Central,3153,1421,0.60302776,3153,1181,0,240,41,186,130,186,296,129,213,47,881,250,332,893,105,645,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA
844,Junior IC,2,G&A,Central,16552,0,0.54903716,10744,0,5808,0,0,0,0,0,0,0,0,35,205,15,419,9491,78,501,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
845,Senior IC,3,G&A,Central,8874,0,0.2724238,7300,0,1574,0,0,0,0,0,0,0,0,0,55,2,560,6495,0,188,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
848,Junior IC,2,Operations,East,19227,0,0.46720347,14149,0,5078,0,0,0,0,0,0,0,0,34,0,170,12283,1066,527,69,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
853,Junior IC,2,G&A,Central,18511,1907,0.90723711,14595,1642,3916,265,132,19,129,261,624,149,328,1169,117,1386,1316,4979,4871,757,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
859,Junior IC,2,Sales,Central,1977,1463,0.19246218,1859,1321,118,142,29,26,176,150,168,604,168,7,8,57,39,36,1707,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,141.30133
860,Junior IC,2,G&A,Central,16067,1225,0.54908508,8567,1082,7500,143,26,37,95,210,393,132,189,56,72,190,4462,2695,215,877,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
861,Support,1,Operations,Central,629,0,0.067234799,401,0,228,0,0,0,0,0,0,0,0,0,4,0,320,35,1,41,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
862,Manager,4,HR,Central,4773,1466,0.38795388,4367,1162,406,304,27,152,103,194,333,165,188,19,1378,32,192,2355,205,186,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA
863,Senior IC,3,Product Management,Central,4920,4420,0.32440889,4680,3710,240,710,531,44,232,921,215,190,1577,714,9,381,342,233,560,2441,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
866,Senior IC,3,Marketing,Central,4100,299,0.23472446,2900,208,1200,91,3,3,171,1,13,16,1,2,25,1805,129,431,466,42,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
868,Junior IC,2,G&A,Central,2991,662,0.18502568,2185,594,806,68,9,8,35,74,339,67,62,3,4,17,86,1984,22,69,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
869,Senior IC,3,Marketing,Central,7189,890,0.40774307,4909,751,2280,139,20,7,258,33,56,350,27,68,33,1635,115,492,2375,191,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
875,Director,5,G&A,Central,15069,2506,0.70604241,11011,2171,4058,335,71,38,148,448,1031,130,305,168,283,958,792,8208,112,490,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
877,Support,1,Operations,Central,864,578,0.16389324,756,545,108,33,11,12,35,274,77,57,79,22,104,42,373,100,93,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
882,Senior IC,3,Marketing,Central,14143,1750,0.37408864,9275,1482,4868,268,34,29,732,157,173,203,154,31,53,8419,229,391,65,87,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
885,Junior IC,2,Marketing,Central,2889,1128,0.33495077,2497,923,392,205,38,27,278,150,152,137,141,55,98,1275,151,375,503,40,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
887,Executive,6,Marketing,Central,3526,3520,0.33381441,3492,2802,34,718,250,38,826,472,449,366,401,93,73,2361,120,372,323,150,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
894,Director,5,Sales,North,3549,891,0.24635164,3271,810,278,81,18,15,96,83,90,429,79,50,10,437,433,209,2125,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,74.52092
